,city,date,gender,match_type,player of the match,team 1,team 2,team_1_batting_average,team_1_bowling_average,team_2_batting_average,team_2_bowling_average,toss_decision,toss_winner,umpire_1,umpire_2,venue,win_by_runs,win_by_wickets,winner
421,Ahmedabad,2014-05-05,male,T20,PV Tambe,Rajasthan Royals,Kolkata Knight Riders,11.0,26.38888888888889,31.75,26.596153846153847,field,Kolkata Knight Riders,NJ Llong,CK Nandan,"Sardar Patel Stadium, Motera",10,0,Rajasthan Royals
422,Delhi,2014-05-05,male,T20,DR Smith,Delhi Daredevils,Chennai Super Kings,24.384615384615383,15.84375,38.17741935483871,28.666666666666668,field,Chennai Super Kings,RM Deshpande,BNJ Oxenford,Feroz Shah Kotla,0,8,Chennai Super Kings
423,Mumbai,2014-05-06,male,T20,RG Sharma,Mumbai Indians,Royal Challengers Bangalore,32.46987951807229,21.333333333333332,2.111111111111111,27.901960784313726,field,Royal Challengers Bangalore,S Ravi,K Srinath,Wankhede Stadium,19,0,Mumbai Indians
424,Delhi,2014-05-07,male,T20,G Gambhir,Delhi Daredevils,Kolkata Knight Riders,41.93333333333333,15.413793103448276,28.55294117647059,36.69230769230769,bat,Delhi Daredevils,BNJ Oxenford,C Shamshuddin,Feroz Shah Kotla,0,8,Kolkata Knight Riders
425,Cuttack,2014-05-07,male,T20,GJ Maxwell,Kings XI Punjab,Chennai Super Kings,28.666666666666668,16.058823529411764,23.318181818181817,27.77777777777778,field,Chennai Super Kings,HDPK Dharmasena,PG Pathak,Barabati Stadium,44,0,Kings XI Punjab
426,Ahmedabad,2014-05-08,male,T20,B Kumar,Sunrisers Hyderabad,Rajasthan Royals,22.958333333333332,18.973684210526315,4.0,31.50632911392405,field,Rajasthan Royals,AK Chaudhary,NJ Llong,"Sardar Patel Stadium, Motera",32,0,Sunrisers Hyderabad
427,Bangalore,2014-05-09,male,T20,Sandeep Sharma,Kings XI Punjab,Royal Challengers Bangalore,11.666666666666666,21.545454545454547,18.0,26.72,field,Royal Challengers Bangalore,S Ravi,K Srinath,M Chinnaswamy Stadium,32,0,Kings XI Punjab
428,Delhi,2014-05-10,male,T20,DW Steyn,Delhi Daredevils,Sunrisers Hyderabad,24.857142857142858,22.238636363636363,22.57777777777778,30.533333333333335,field,Sunrisers Hyderabad,RM Deshpande,BNJ Oxenford,Feroz Shah Kotla,0,8,Sunrisers Hyderabad
429,Mumbai,2014-05-10,male,T20,DR Smith,Mumbai Indians,Chennai Super Kings,18.466666666666665,53.8,38.285714285714285,28.173076923076923,field,Chennai Super Kings,HDPK Dharmasena,VA Kulkarni,Wankhede Stadium,0,4,Chennai Super Kings
430,Cuttack,2014-05-11,male,T20,G Gambhir,Kings XI Punjab,Kolkata Knight Riders,3.0,15.661016949152541,25.533333333333335,15.047619047619047,field,Kolkata Knight Riders,NJ Llong,CK Nandan,Barabati Stadium,0,9,Kolkata Knight Riders
431,Bangalore,2014-05-11,male,T20,JP Faulkner,Royal Challengers Bangalore,Rajasthan Royals,21.046153846153846,19.564102564102566,17.375,27.454545454545453,bat,Royal Challengers Bangalore,S Ravi,RJ Tucker,M Chinnaswamy Stadium,0,5,Rajasthan Royals
432,Hyderabad,2014-05-12,male,T20,AT Rayudu,Sunrisers Hyderabad,Mumbai Indians,31.145454545454545,28.576923076923077,32.476190476190474,26.22222222222222,bat,Sunrisers Hyderabad,HDPK Dharmasena,VA Kulkarni,"Rajiv Gandhi International Stadium, Uppal",0,7,Mumbai Indians
433,Ranchi,2014-05-13,male,T20,RA Jadeja,Rajasthan Royals,Chennai Super Kings,17.0,15.894736842105264,38.698412698412696,20.0,bat,Rajasthan Royals,BNJ Oxenford,C Shamshuddin,JSCA International Stadium Complex,0,5,Chennai Super Kings
434,Bangalore,2014-05-13,male,T20,Yuvraj Singh,Royal Challengers Bangalore,Delhi Daredevils,26.417910447761194,33.4,5.0,22.76923076923077,field,Delhi Daredevils,K Srinath,RJ Tucker,M Chinnaswamy Stadium,16,0,Royal Challengers Bangalore
435,Hyderabad,2014-05-14,male,T20,WP Saha,Sunrisers Hyderabad,Kings XI Punjab,24.488888888888887,29.454545454545453,31.428571428571427,23.333333333333332,field,Kings XI Punjab,VA Kulkarni,PG Pathak,"Rajiv Gandhi International Stadium, Uppal",0,6,Kings XI Punjab
436,Cuttack,2014-05-14,male,T20,RV Uthappa,Mumbai Indians,Kolkata Knight Riders,18.6,15.7,25.66216216216216,18.428571428571427,field,Kolkata Knight Riders,AK Chaudhary,NJ Llong,Barabati Stadium,0,6,Kolkata Knight Riders
437,Ahmedabad,2014-05-15,male,T20,AM Rahane,Rajasthan Royals,Delhi Daredevils,18.11111111111111,43.4,28.761904761904763,25.475,field,Delhi Daredevils,S Ravi,RJ Tucker,"Sardar Patel Stadium, Motera",62,0,Rajasthan Royals
438,Ranchi,2014-05-18,male,T20,AB de Villiers,Chennai Super Kings,Royal Challengers Bangalore,34.79775280898876,24.615384615384617,5.0,60.625,bat,Chennai Super Kings,BNJ Oxenford,C Shamshuddin,JSCA International Stadium Complex,0,5,Royal Challengers Bangalore
439,Hyderabad,2014-05-18,male,T20,UT Yadav,Sunrisers Hyderabad,Kolkata Knight Riders,7.25,31.755102040816325,29.75,24.214285714285715,bat,Sunrisers Hyderabad,NJ Llong,CK Nandan,"Rajiv Gandhi International Stadium, Uppal",0,7,Kolkata Knight Riders
440,Ahmedabad,2014-05-19,male,T20,MEK Hussey,Mumbai Indians,Rajasthan Royals,32.77906976744186,20.829268292682926,10.814814814814815,48.4,bat,Mumbai Indians,S Ravi,RJ Tucker,"Sardar Patel Stadium, Motera",25,0,Mumbai Indians
441,Delhi,2014-05-19,male,T20,AR Patel,Delhi Daredevils,Kings XI Punjab,29.0,35.0,18.75,27.115384615384617,field,Kings XI Punjab,HDPK Dharmasena,PG Pathak,Feroz Shah Kotla,0,4,Kings XI Punjab
442,Hyderabad,2014-05-20,male,T20,DA Warner,Royal Challengers Bangalore,Sunrisers Hyderabad,16.75,23.43820224719101,23.0,27.153846153846153,bat,Royal Challengers Bangalore,AK Chaudhary,NJ Llong,"Rajiv Gandhi International Stadium, Uppal",0,7,Sunrisers Hyderabad
443,Kolkata,2014-05-20,male,T20,RV Uthappa,Chennai Super Kings,Kolkata Knight Riders,38.53125,32.3469387755102,23.272727272727273,17.026315789473685,field,Kolkata Knight Riders,RM Deshpande,C Shamshuddin,Eden Gardens,0,8,Kolkata Knight Riders
444,Chandigarh,2014-05-21,male,T20,LMP Simmons,Kings XI Punjab,Mumbai Indians,5.0,39.0,28.26086956521739,40.333333333333336,field,Mumbai Indians,HDPK Dharmasena,VA Kulkarni,"Punjab Cricket Association Stadium, Mohali",0,7,Mumbai Indians
445,Kolkata,2014-05-22,male,T20,RV Uthappa,Kolkata Knight Riders,Royal Challengers Bangalore,29.929411764705883,27.571428571428573,13.833333333333334,27.255555555555556,field,Royal Challengers Bangalore,AK Chaudhary,CK Nandan,Eden Gardens,30,0,Kolkata Knight Riders
446,Ranchi,2014-05-22,male,T20,DA Warner,Chennai Super Kings,Sunrisers Hyderabad,39.421875,23.921348314606742,22.27906976744186,26.181818181818183,field,Sunrisers Hyderabad,BNJ Oxenford,C Shamshuddin,JSCA International Stadium Complex,0,6,Sunrisers Hyderabad
447,Mumbai,2014-05-23,male,T20,MEK Hussey,Mumbai Indians,Delhi Daredevils,5.0,27.074074074074073,40.588235294117645,44.42857142857143,field,Delhi Daredevils,S Ravi,RJ Tucker,Wankhede Stadium,15,0,Mumbai Indians
448,Chandigarh,2014-05-23,male,T20,SE Marsh,Kings XI Punjab,Rajasthan Royals,32.333333333333336,24.161290322580644,7.0,31.75,field,Rajasthan Royals,HDPK Dharmasena,PG Pathak,"Punjab Cricket Association Stadium, Mohali",16,0,Kings XI Punjab
449,Bangalore,2014-05-24,male,T20,MS Dhoni,Royal Challengers Bangalore,Chennai Super Kings,22.75,25.41269841269841,31.714285714285715,27.57777777777778,field,Chennai Super Kings,AK Chaudhary,NJ Llong,M Chinnaswamy Stadium,0,8,Chennai Super Kings
450,Kolkata,2014-05-24,male,T20,YK Pathan,Sunrisers Hyderabad,Kolkata Knight Riders,14.222222222222221,27.35164835164835,34.75,25.09090909090909,field,Kolkata Knight Riders,RM Deshpande,BNJ Oxenford,Eden Gardens,0,4,Kolkata Knight Riders
451,Chandigarh,2014-05-25,male,T20,M Vohra,Delhi Daredevils,Kings XI Punjab,3.0,22.36111111111111,50.833333333333336,19.555555555555557,field,Kings XI Punjab,HDPK Dharmasena,VA Kulkarni,"Punjab Cricket Association Stadium, Mohali",0,7,Kings XI Punjab
452,Mumbai,2014-05-25,male,T20,CJ Anderson,Rajasthan Royals,Mumbai Indians,33.333333333333336,29.09433962264151,18.6875,22.571428571428573,field,Mumbai Indians,K Srinath,RJ Tucker,Wankhede Stadium,0,5,Mumbai Indians
453,Kolkata,2014-05-27,male,T20,UT Yadav,Kolkata Knight Riders,Kings XI Punjab,12.323529411764707,25.486486486486488,13.428571428571429,31.735849056603772,field,Kings XI Punjab,NJ Llong,S Ravi,Eden Gardens,28,0,Kolkata Knight Riders
454,Mumbai,2014-05-28,male,T20,SK Raina,Mumbai Indians,Chennai Super Kings,14.717948717948717,17.571428571428573,35.19565217391305,47.625,field,Chennai Super Kings,VA Kulkarni,BNJ Oxenford,Brabourne Stadium,0,7,Chennai Super Kings
455,Mumbai,2014-05-30,male,T20,V Sehwag,Kings XI Punjab,Chennai Super Kings,25.51851851851852,18.232558139534884,40.84375,25.71794871794872,field,Chennai Super Kings,HDPK Dharmasena,RJ Tucker,Wankhede Stadium,24,0,Kings XI Punjab
456,Bangalore,2014-06-01,male,T20,MK Pandey,Kings XI Punjab,Kolkata Knight Riders,48.1,31.88888888888889,12.705882352941176,26.82051282051282,field,Kolkata Knight Riders,HDPK Dharmasena,BNJ Oxenford,M Chinnaswamy Stadium,0,3,Kolkata Knight Riders
457,Kolkata,2015-04-08,male,T20,M Morkel,Mumbai Indians,Kolkata Knight Riders,35.55555555555556,21.914285714285715,35.0,27.593406593406595,field,Kolkata Knight Riders,S Ravi,C Shamshuddin,Eden Gardens,0,7,Kolkata Knight Riders
458,Chennai,2015-04-09,male,T20,A Nehra,Chennai Super Kings,Delhi Daredevils,3.0,14.833333333333334,24.86842105263158,23.54320987654321,field,Delhi Daredevils,RK Illingworth,VA Kulkarni,"MA Chidambaram Stadium, Chepauk",1,0,Chennai Super Kings
459,Pune,2015-04-10,male,T20,JP Faulkner,Rajasthan Royals,Kings XI Punjab,10.0,14.0,5.0,28.733333333333334,field,Kings XI Punjab,SD Fry,CB Gaffaney,Maharashtra Cricket Association Stadium,26,0,Rajasthan Royals
460,Chennai,2015-04-11,male,T20,BB McCullum,Chennai Super Kings,Sunrisers Hyderabad,29.627118644067796,35.0,5.0,18.543478260869566,bat,Chennai Super Kings,RK Illingworth,VA Kulkarni,"MA Chidambaram Stadium, Chepauk",45,0,Chennai Super Kings
461,Kolkata,2015-04-11,male,T20,CH Gayle,Kolkata Knight Riders,Royal Challengers Bangalore,16.833333333333332,26.296296296296298,5.0,27.966666666666665,field,Royal Challengers Bangalore,S Ravi,C Shamshuddin,Eden Gardens,0,3,Royal Challengers Bangalore
462,Delhi,2015-04-12,male,T20,DJ Hooda,Delhi Daredevils,Rajasthan Royals,39.916666666666664,27.470588235294116,11.0,39.57142857142857,field,Rajasthan Royals,SD Fry,CB Gaffaney,Feroz Shah Kotla,0,3,Rajasthan Royals
463,Mumbai,2015-04-12,male,T20,GJ Bailey,Kings XI Punjab,Mumbai Indians,31.153846153846153,40.5,5.0,15.857142857142858,field,Mumbai Indians,AK Chaudhary,K Srinivasan,Wankhede Stadium,18,0,Kings XI Punjab
464,Bangalore,2015-04-13,male,T20,DA Warner,Royal Challengers Bangalore,Sunrisers Hyderabad,35.0,25.434782608695652,21.363636363636363,27.62962962962963,field,Sunrisers Hyderabad,RM Deshpande,RK Illingworth,M Chinnaswamy Stadium,0,8,Sunrisers Hyderabad
465,Ahmedabad,2015-04-14,male,T20,SPD Smith,Mumbai Indians,Rajasthan Royals,5.0,27.944444444444443,26.75,19.428571428571427,bat,Mumbai Indians,AK Chaudhary,SD Fry,"Sardar Patel Stadium, Motera",0,7,Rajasthan Royals
466,Kolkata,2015-04-30,male,T20,AD Russell,Chennai Super Kings,Kolkata Knight Riders,6.666666666666667,85.75,26.0,35.0,field,Kolkata Knight Riders,AK Chaudhary,M Erasmus,Eden Gardens,0,7,Kolkata Knight Riders
467,Pune,2015-04-15,male,T20,MA Agarwal,Kings XI Punjab,Delhi Daredevils,12.375,16.176470588235293,26.40909090909091,24.761904761904763,bat,Kings XI Punjab,CB Gaffaney,K Srinath,Maharashtra Cricket Association Stadium,0,5,Delhi Daredevils
468,Visakhapatnam,2015-04-16,male,T20,AM Rahane,Sunrisers Hyderabad,Rajasthan Royals,17.3,56.42857142857143,27.25,36.36231884057971,field,Rajasthan Royals,PG Pathak,S Ravi,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,6,Rajasthan Royals
469,Mumbai,2015-04-17,male,T20,A Nehra,Mumbai Indians,Chennai Super Kings,11.192307692307692,23.44705882352941,25.3,29.425925925925927,bat,Mumbai Indians,AK Chaudhary,M Erasmus,Wankhede Stadium,0,6,Chennai Super Kings
470,Visakhapatnam,2015-04-18,male,T20,JP Duminy,Delhi Daredevils,Sunrisers Hyderabad,21.85,25.914893617021278,13.727272727272727,24.428571428571427,bat,Delhi Daredevils,PG Pathak,S Ravi,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,4,0,Delhi Daredevils
471,Pune,2015-04-18,male,T20,AD Russell,Kings XI Punjab,Kolkata Knight Riders,11.0,27.532258064516128,12.823529411764707,23.152173913043477,field,Kolkata Knight Riders,SD Fry,CK Nandan,Maharashtra Cricket Association Stadium,0,4,Kolkata Knight Riders
472,Ahmedabad,2015-04-19,male,T20,AM Rahane,Chennai Super Kings,Rajasthan Royals,40.1764705882353,28.68421052631579,24.6,23.523255813953487,bat,Chennai Super Kings,AK Chaudhary,M Erasmus,"Sardar Patel Stadium, Motera",0,8,Rajasthan Royals
473,Bangalore,2015-04-19,male,T20,Harbhajan Singh,Mumbai Indians,Royal Challengers Bangalore,15.761904761904763,42.916666666666664,5.0,29.59259259259259,field,Royal Challengers Bangalore,RK Illingworth,VA Kulkarni,M Chinnaswamy Stadium,18,0,Mumbai Indians
474,Delhi,2015-04-20,male,T20,UT Yadav,Delhi Daredevils,Kolkata Knight Riders,27.130434782608695,30.466666666666665,22.333333333333332,22.839622641509433,field,Kolkata Knight Riders,SD Fry,CB Gaffaney,Feroz Shah Kotla,0,6,Kolkata Knight Riders
475,Ahmedabad,2015-04-21,male,T20,SE Marsh,Rajasthan Royals,Kings XI Punjab,21.962962962962962,22.4,12.555555555555555,25.02173913043478,field,Kings XI Punjab,M Erasmus,S Ravi,"Sardar Patel Stadium, Motera",0,0,tie
476,Visakhapatnam,2015-04-22,male,T20,DA Warner,Sunrisers Hyderabad,Kolkata Knight Riders,20.076923076923077,30.62295081967213,27.2,25.875,field,Kolkata Knight Riders,RK Illingworth,VA Kulkarni,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,16,0,Sunrisers Hyderabad
477,Bangalore,2015-04-22,male,T20,SK Raina,Chennai Super Kings,Royal Challengers Bangalore,29.555555555555557,29.866666666666667,69.0,23.586206896551722,field,Royal Challengers Bangalore,JD Cloete,C Shamshuddin,M Chinnaswamy Stadium,27,0,Chennai Super Kings
478,Delhi,2015-04-23,male,T20,SS Iyer,Delhi Daredevils,Mumbai Indians,40.8974358974359,46.63636363636363,5.0625,37.6,field,Mumbai Indians,SD Fry,CK Nandan,Feroz Shah Kotla,37,0,Delhi Daredevils
479,Ahmedabad,2015-04-24,male,T20,MA Starc,Rajasthan Royals,Royal Challengers Bangalore,5.0,26.11111111111111,35.44444444444444,96.0,field,Royal Challengers Bangalore,M Erasmus,S Ravi,"Sardar Patel Stadium, Motera",0,9,Royal Challengers Bangalore
480,Mumbai,2015-04-25,male,T20,SL Malinga,Mumbai Indians,Sunrisers Hyderabad,5.0,24.88235294117647,9.090909090909092,28.47826086956522,bat,Mumbai Indians,HDPK Dharmasena,CB Gaffaney,Wankhede Stadium,20,0,Mumbai Indians
481,Chennai,2015-04-25,male,T20,BB McCullum,Chennai Super Kings,Kings XI Punjab,40.3768115942029,18.794117647058822,5.0,20.408163265306122,bat,Chennai Super Kings,JD Cloete,C Shamshuddin,"MA Chidambaram Stadium, Chepauk",97,0,Chennai Super Kings
482,Delhi,2015-04-26,male,T20,VR Aaron,Delhi Daredevils,Royal Challengers Bangalore,1.0,18.285714285714285,32.04494382022472,30.22222222222222,field,Royal Challengers Bangalore,M Erasmus,S Ravi,Feroz Shah Kotla,0,10,Royal Challengers Bangalore
483,Chandigarh,2015-04-27,male,T20,TA Boult,Sunrisers Hyderabad,Kings XI Punjab,19.09090909090909,19.257142857142856,11.7,35.5945945945946,field,Kings XI Punjab,HDPK Dharmasena,CB Gaffaney,"Punjab Cricket Association Stadium, Mohali",20,0,Sunrisers Hyderabad
484,Kolkata,2015-05-07,male,T20,PP Chawla,Kolkata Knight Riders,Delhi Daredevils,21.944444444444443,26.896103896103895,26.18918918918919,31.114754098360656,bat,Kolkata Knight Riders,AK Chaudhary,M Erasmus,Eden Gardens,13,0,Kolkata Knight Riders
485,Chennai,2015-04-28,male,T20,DJ Bravo,Chennai Super Kings,Kolkata Knight Riders,9.11111111111111,31.721311475409838,25.5,23.22222222222222,field,Kolkata Knight Riders,RM Deshpande,VA Kulkarni,"MA Chidambaram Stadium, Chepauk",2,0,Chennai Super Kings
486,Delhi,2015-05-01,male,T20,NM Coulter-Nile,Kings XI Punjab,Delhi Daredevils,9.0,19.333333333333332,26.324324324324323,25.192307692307693,field,Delhi Daredevils,RK Illingworth,S Ravi,Feroz Shah Kotla,0,9,Delhi Daredevils
487,Mumbai,2015-05-01,male,T20,AT Rayudu,Mumbai Indians,Rajasthan Royals,26.314285714285713,33.55555555555556,5.0,28.591397849462364,field,Rajasthan Royals,HDPK Dharmasena,CK Nandan,Wankhede Stadium,8,0,Mumbai Indians
488,Bangalore,2015-05-02,male,T20,Mandeep Singh,Kolkata Knight Riders,Royal Challengers Bangalore,27.378048780487806,23.09090909090909,20.45,44.18181818181818,field,Royal Challengers Bangalore,JD Cloete,PG Pathak,M Chinnaswamy Stadium,0,7,Royal Challengers Bangalore
489,Hyderabad,2015-05-02,male,T20,DA Warner,Sunrisers Hyderabad,Chennai Super Kings,13.166666666666666,22.741935483870968,26.404761904761905,36.054054054054056,field,Chennai Super Kings,AK Chaudhary,K Srinivasan,"Rajiv Gandhi International Stadium, Uppal",22,0,Sunrisers Hyderabad
490,Chandigarh,2015-05-03,male,T20,LMP Simmons,Mumbai Indians,Kings XI Punjab,26.37142857142857,26.846153846153847,12.5,28.774193548387096,bat,Mumbai Indians,RK Illingworth,VA Kulkarni,"Punjab Cricket Association Stadium, Mohali",23,0,Mumbai Indians
491,Mumbai,2015-05-03,male,T20,AM Rahane,Rajasthan Royals,Delhi Daredevils,24.285714285714285,5.0,27.08108108108108,58.125,field,Delhi Daredevils,HDPK Dharmasena,CB Gaffaney,Brabourne Stadium,14,0,Rajasthan Royals
492,Chennai,2015-05-04,male,T20,SK Raina,Chennai Super Kings,Royal Challengers Bangalore,6.666666666666667,21.28,23.0,22.45263157894737,bat,Chennai Super Kings,C Shamshuddin,K Srinath,"MA Chidambaram Stadium, Chepauk",24,0,Chennai Super Kings
493,Kolkata,2015-05-04,male,T20,UT Yadav,Kolkata Knight Riders,Sunrisers Hyderabad,27.74390243902439,24.0,10.090909090909092,41.333333333333336,field,Sunrisers Hyderabad,AK Chaudhary,M Erasmus,Eden Gardens,35,0,Kolkata Knight Riders
494,Mumbai,2015-05-05,male,T20,Harbhajan Singh,Delhi Daredevils,Mumbai Indians,5.8,29.107526881720432,28.410714285714285,20.458333333333332,bat,Delhi Daredevils,HDPK Dharmasena,CB Gaffaney,Wankhede Stadium,0,5,Mumbai Indians
495,Bangalore,2015-05-06,male,T20,CH Gayle,Royal Challengers Bangalore,Kings XI Punjab,15.0,28.923076923076923,11.0,26.2,field,Kings XI Punjab,RK Illingworth,VA Kulkarni,M Chinnaswamy Stadium,138,0,Royal Challengers Bangalore
496,Mumbai,2015-05-07,male,T20,EJG Morgan,Sunrisers Hyderabad,Rajasthan Royals,28.555555555555557,32.25,35.0,23.533333333333335,field,Rajasthan Royals,JD Cloete,C Shamshuddin,Brabourne Stadium,7,0,Sunrisers Hyderabad
497,Chennai,2015-05-08,male,T20,HH Pandya,Chennai Super Kings,Mumbai Indians,39.958333333333336,34.2,27.557142857142857,22.385416666666668,bat,Chennai Super Kings,CB Gaffaney,CK Nandan,"MA Chidambaram Stadium, Chepauk",0,6,Mumbai Indians
498,Kolkata,2015-05-09,male,T20,AD Russell,Kings XI Punjab,Kolkata Knight Riders,41.55172413793103,42.07692307692308,6.666666666666667,28.933333333333334,bat,Kings XI Punjab,AK Chaudhary,HDPK Dharmasena,Eden Gardens,0,1,Kolkata Knight Riders
499,Raipur,2015-05-09,male,T20,MC Henriques,Sunrisers Hyderabad,Delhi Daredevils,29.5,26.987654320987655,23.32,34.54545454545455,bat,Sunrisers Hyderabad,VA Kulkarni,S Ravi,Shaheed Veer Narayan Singh International Stadium,6,0,Sunrisers Hyderabad
500,Mumbai,2015-05-10,male,T20,AB de Villiers,Royal Challengers Bangalore,Mumbai Indians,33.130434782608695,120.0,13.0,26.14814814814815,bat,Royal Challengers Bangalore,JD Cloete,C Shamshuddin,Wankhede Stadium,39,0,Royal Challengers Bangalore
501,Chennai,2015-05-10,male,T20,RA Jadeja,Chennai Super Kings,Rajasthan Royals,40.138888888888886,28.869565217391305,43.0,22.367346938775512,bat,Chennai Super Kings,M Erasmus,CK Nandan,"MA Chidambaram Stadium, Chepauk",12,0,Chennai Super Kings
502,Hyderabad,2015-05-11,male,T20,DA Warner,Sunrisers Hyderabad,Kings XI Punjab,21.642857142857142,22.10810810810811,44.62068965517241,35.45454545454545,bat,Sunrisers Hyderabad,AK Chaudhary,HDPK Dharmasena,"Rajiv Gandhi International Stadium, Uppal",5,0,Sunrisers Hyderabad
503,Raipur,2015-05-12,male,T20,Z Khan,Chennai Super Kings,Delhi Daredevils,19.142857142857142,86.0,34.916666666666664,26.746268656716417,bat,Chennai Super Kings,RK Illingworth,VA Kulkarni,Shaheed Veer Narayan Singh International Stadium,0,6,Delhi Daredevils
504,Chandigarh,2015-05-13,male,T20,AR Patel,Kings XI Punjab,Royal Challengers Bangalore,16.857142857142858,19.774193548387096,49.5,29.058823529411764,field,Royal Challengers Bangalore,JD Cloete,C Shamshuddin,"Punjab Cricket Association Stadium, Mohali",22,0,Kings XI Punjab
505,Mumbai,2015-05-14,male,T20,HH Pandya,Mumbai Indians,Kolkata Knight Riders,28.862068965517242,32.904761904761905,13.135135135135135,29.745454545454546,field,Kolkata Knight Riders,RK Illingworth,VA Kulkarni,Wankhede Stadium,5,0,Mumbai Indians
506,Hyderabad,2015-05-15,male,T20,V Kohli,Sunrisers Hyderabad,Royal Challengers Bangalore,21.9,20.0,33.45161290322581,24.306451612903224,bat,Sunrisers Hyderabad,AK Chaudhary,HDPK Dharmasena,"Rajiv Gandhi International Stadium, Uppal",0,6,Royal Challengers Bangalore
507,Chandigarh,2015-05-16,male,T20,P Negi,Kings XI Punjab,Chennai Super Kings,19.857142857142858,24.011764705882353,34.72380952380952,30.823529411764707,bat,Kings XI Punjab,CK Nandan,C Shamshuddin,"Punjab Cricket Association Stadium, Mohali",0,7,Chennai Super Kings
508,Mumbai,2015-05-16,male,T20,SR Watson,Rajasthan Royals,Kolkata Knight Riders,30.0,32.953125,11.363636363636363,25.48148148148148,bat,Rajasthan Royals,RM Deshpande,RK Illingworth,Brabourne Stadium,9,0,Rajasthan Royals
509,Bangalore,2015-05-17,male,T20,,Delhi Daredevils,Royal Challengers Bangalore,28.486486486486488,21.09375,47.28787878787879,26.457831325301203,field,Royal Challengers Bangalore,HDPK Dharmasena,K Srinivasan,M Chinnaswamy Stadium,0,0,no result
510,Hyderabad,2015-05-17,male,T20,MJ McClenaghan,Sunrisers Hyderabad,Mumbai Indians,7.857142857142857,29.464285714285715,21.70886075949367,26.10810810810811,bat,Sunrisers Hyderabad,CB Gaffaney,K Srinath,"Rajiv Gandhi International Stadium, Uppal",0,9,Mumbai Indians
511,Mumbai,2015-05-19,male,T20,KA Pollard,Mumbai Indians,Chennai Super Kings,48.0,22.07843137254902,5.714285714285714,18.581560283687942,bat,Mumbai Indians,HDPK Dharmasena,RK Illingworth,Wankhede Stadium,25,0,Mumbai Indians
512,Pune,2015-05-20,male,T20,AB de Villiers,Royal Challengers Bangalore,Rajasthan Royals,20.767441860465116,26.107142857142858,12.4,24.606060606060606,bat,Royal Challengers Bangalore,AK Chaudhary,C Shamshuddin,Maharashtra Cricket Association Stadium,71,0,Royal Challengers Bangalore
513,Ranchi,2015-05-22,male,T20,A Nehra,Royal Challengers Bangalore,Chennai Super Kings,5.0,22.067961165048544,9.894736842105264,26.966666666666665,field,Chennai Super Kings,AK Chaudhary,CB Gaffaney,JSCA International Stadium Complex,0,3,Chennai Super Kings
514,Kolkata,2015-05-24,male,T20,RG Sharma,Mumbai Indians,Chennai Super Kings,15.021739130434783,22.02857142857143,7.25,29.183673469387756,field,Chennai Super Kings,HDPK Dharmasena,RK Illingworth,Eden Gardens,41,0,Mumbai Indians
515,Mumbai,2016-04-09,male,T20,AM Rahane,Mumbai Indians,Rising Pune Supergiants,16.0,34.85964912280702,34.784615384615385,190.0,bat,Mumbai Indians,HDPK Dharmasena,CK Nandan,Wankhede Stadium,0,9,Rising Pune Supergiants
516,Kolkata,2016-04-10,male,T20,AD Russell,Delhi Daredevils,Kolkata Knight Riders,9.25,11.666666666666666,29.91509433962264,26.746987951807228,field,Kolkata Knight Riders,S Ravi,C Shamshuddin,Eden Gardens,0,9,Kolkata Knight Riders
517,Chandigarh,2016-04-11,male,T20,AJ Finch,Kings XI Punjab,Gujarat Lions,18.133333333333333,21.422018348623855,23.881720430107528,22.63157894736842,field,Gujarat Lions,AK Chaudhary,VA Kulkarni,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,5,Gujarat Lions
518,Bangalore,2016-04-12,male,T20,AB de Villiers,Royal Challengers Bangalore,Sunrisers Hyderabad,25.25,13.0,17.2,27.88888888888889,field,Sunrisers Hyderabad,HDPK Dharmasena,VK Sharma,M Chinnaswamy Stadium,45,0,Royal Challengers Bangalore
519,Kolkata,2016-04-13,male,T20,RG Sharma,Kolkata Knight Riders,Mumbai Indians,21.666666666666668,57.0,28.737704918032787,26.008928571428573,field,Mumbai Indians,Nitin Menon,S Ravi,Eden Gardens,0,6,Mumbai Indians
520,Rajkot,2016-04-14,male,T20,AJ Finch,Rising Pune Supergiants,Gujarat Lions,39.578947368421055,21.618181818181817,23.25,26.761363636363637,bat,Rising Pune Supergiants,VA Kulkarni,CK Nandan,Saurashtra Cricket Association Stadium,0,7,Gujarat Lions
521,Delhi,2016-04-15,male,T20,A Mishra,Kings XI Punjab,Delhi Daredevils,5.0,5.0,15.545454545454545,67.0,field,Delhi Daredevils,S Ravi,C Shamshuddin,Feroz Shah Kotla,0,8,Delhi Daredevils
522,Hyderabad,2016-04-16,male,T20,G Gambhir,Sunrisers Hyderabad,Kolkata Knight Riders,9.25,33.95238095238095,31.074766355140188,28.324324324324323,bat,Sunrisers Hyderabad,AK Chaudhary,CK Nandan,"Rajiv Gandhi International Stadium, Uppal",0,8,Kolkata Knight Riders
