,city,date,gender,match_type,player of the match,team 1,team 2,toss_decision,toss_winner,umpire_1,umpire_2,venue,win_by_runs,win_by_wickets,winner
379,Barbados,2009-03-27,male,ODI,DJ Bravo,West Indies,England,field,West Indies,SA Bucknor,SJ Davis,"Kensington Oval, Bridgetown",0,8,West Indies
380,Barbados,2009-03-29,male,ODI,AJ Strauss,West Indies,England,field,England,SA Bucknor,SJ Davis,"Kensington Oval, Bridgetown",0,9,England
381,St Lucia,2009-04-03,male,ODI,A Flintoff,West Indies,England,field,West Indies,SJ Davis,NA Malcolm,"Beausejour Stadium, Gros Islet",26,0,England
382,Bloemfontein,2008-10-31,male,ODI,JP Duminy,South Africa,Kenya,bat,South Africa,M Erasmus,NJ Llong,OUTsurance Oval,159,0,South Africa
383,Rajkot,2008-11-14,male,ODI,Yuvraj Singh,India,England,field,England,AM Saheba,RB Tiffin,Madhavrao Scindia Cricket Ground,158,0,India
384,Indore,2008-11-17,male,ODI,Yuvraj Singh,India,England,bat,India,AM Saheba,RB Tiffin,Maharani Usharaje Trust Cricket Ground,54,0,India
385,Kanpur,2008-11-20,male,ODI,Harbhajan Singh,India,England,bat,England,AM Saheba,RB Tiffin,Green Park,16,0,India
386,Bangalore,2008-11-23,male,ODI,V Sehwag,India,England,field,England,DJ Harper,AM Saheba,M Chinnaswamy Stadium,19,0,India
387,Cuttack,2008-11-26,male,ODI,V Sehwag,India,England,field,India,DJ Harper,AM Saheba,Barabati Stadium,0,6,India
388,Colombo,2008-08-27,male,ODI,SK Raina,Sri Lanka,India,bat,India,BR Doctrove,MG Silva,R Premadasa Stadium,46,0,India
389,Napier,2009-03-03,male,ODI,MS Dhoni,New Zealand,India,bat,India,AL Hill,RE Koertzen,McLean Park,53,0,India
390,Hamilton,2009-03-11,male,ODI,V Sehwag,New Zealand,India,bat,New Zealand,GAV Baxter,RE Koertzen,Seddon Park,84,0,India
391,Auckland,2009-03-14,male,ODI,JD Ryder,New Zealand,India,bat,India,GAV Baxter,RE Koertzen,Eden Park,0,8,New Zealand
392,Wellington,2009-03-06,male,ODI,,New Zealand,India,bat,India,RE Koertzen,EA Watkin,Westpac Stadium,0,0,no result
393,Christchurch,2009-03-08,male,ODI,SR Tendulkar,New Zealand,India,field,New Zealand,GAV Baxter,RE Koertzen,AMI Stadium,58,0,India
394,,2008-12-31,male,ODI,,New Zealand,West Indies,field,New Zealand,MR Benson,AL Hill,Queenstown Events Centre,0,0,no result
395,Wellington,2009-01-07,male,ODI,DL Vettori,New Zealand,West Indies,field,New Zealand,MR Benson,AL Hill,Westpac Stadium,0,7,New Zealand
396,Abu Dhabi,2008-11-12,male,ODI,CH Gayle,Pakistan,West Indies,bat,West Indies,MR Benson,SJ Davis,Sheikh Zayed Stadium,0,4,Pakistan
397,Abu Dhabi,2008-11-14,male,ODI,Sohail Tanvir,Pakistan,West Indies,bat,Pakistan,SJ Davis,DJ Harper,Sheikh Zayed Stadium,24,0,Pakistan
398,,2008-11-20,male,ODI,M Muralitharan,Zimbabwe,Sri Lanka,field,Sri Lanka,Aleem Dar,KC Barbour,Harare Sports Club,0,6,Sri Lanka
399,,2008-11-22,male,ODI,BAW Mendis,Zimbabwe,Sri Lanka,bat,Zimbabwe,Aleem Dar,KC Barbour,Harare Sports Club,0,9,Sri Lanka
400,,2008-11-24,male,ODI,H Masakadza,Zimbabwe,Sri Lanka,field,Zimbabwe,Aleem Dar,RB Tiffin,Harare Sports Club,5,0,Sri Lanka
401,,2008-11-30,male,ODI,M Muralitharan,Zimbabwe,Sri Lanka,field,Zimbabwe,KC Barbour,RB Tiffin,Harare Sports Club,19,0,Sri Lanka
402,Jamaica,2009-06-26,male,ODI,Yuvraj Singh,West Indies,India,bat,India,NJ Llong,NA Malcolm,"Sabina Park, Kingston",20,0,India
403,Jamaica,2009-06-28,male,ODI,R Rampaul,West Indies,India,bat,India,NJ Llong,NA Malcolm,"Sabina Park, Kingston",0,8,West Indies
404,St Lucia,2009-07-03,male,ODI,MS Dhoni,West Indies,India,field,India,CR Duncan,NJ Llong,"Beausejour Stadium, Gros Islet",0,6,India
405,St Lucia,2009-07-05,male,ODI,,West Indies,India,field,India,CR Duncan,NJ Llong,"Beausejour Stadium, Gros Islet",0,0,no result
406,Mirpur,2009-01-10,male,ODI,E Chigumbura,Bangladesh,Zimbabwe,field,Bangladesh,BR Doctrove,Nadir Shah,Shere Bangla National Stadium,38,0,Zimbabwe
407,Mirpur,2009-01-14,male,ODI,Shakib Al Hasan,Bangladesh,Sri Lanka,field,Bangladesh,BR Doctrove,Nadir Shah,Shere Bangla National Stadium,0,5,Bangladesh
408,Mirpur,2009-01-23,male,ODI,Mashrafe Mortaza,Bangladesh,Zimbabwe,field,Bangladesh,Enamul Haque,Zameer Haider,Shere Bangla National Stadium,0,6,Bangladesh
409,Bristol,2009-05-24,male,ODI,PD Collingwood,England,West Indies,field,England,EAR de Silva,PJ Hartley,County Ground,0,6,England
410,Birmingham,2009-05-26,male,ODI,MJ Prior,England,West Indies,field,West Indies,SJ Davis,IJ Gould,Edgbaston,58,0,England
411,Belfast,2009-08-27,male,ODI,DT Johnston,Ireland,England,bat,England,Asad Rauf,PK Baldwin,"Civil Service Cricket Club, Stormont",3,0,England
412,Nairobi,2009-01-31,male,ODI,,Kenya,Zimbabwe,bat,Kenya,SR Modi,TH Wijewardene,Gymkhana Club Ground,0,4,Zimbabwe
413,Karachi,2009-01-20,male,ODI,Salman Butt,Pakistan,Sri Lanka,bat,Sri Lanka,NJ Llong,Nadeem Ghauri,National Stadium,0,8,Pakistan
414,Karachi,2009-01-21,male,ODI,TM Dilshan,Pakistan,Sri Lanka,field,Pakistan,Asad Rauf,NJ Llong,National Stadium,129,0,Sri Lanka
415,Lahore,2009-01-24,male,ODI,TM Dilshan,Pakistan,Sri Lanka,bat,Sri Lanka,Asad Rauf,NJ Llong,Gaddafi Stadium,234,0,Sri Lanka
416,,2009-01-28,male,ODI,ST Jayasuriya,Sri Lanka,India,field,India,HDPK Dharmasena,BG Jerling,Rangiri Dambulla International Stadium,0,6,India
417,Colombo,2009-01-31,male,ODI,I Sharma,Sri Lanka,India,bat,India,BG Jerling,MG Silva,R Premadasa Stadium,15,0,India
418,Colombo,2009-02-03,male,ODI,Yuvraj Singh,Sri Lanka,India,bat,India,BG Jerling,MG Silva,R Premadasa Stadium,147,0,India
419,Colombo,2009-02-05,male,ODI,G Gambhir,Sri Lanka,India,bat,India,HDPK Dharmasena,BG Jerling,R Premadasa Stadium,67,0,India
420,Colombo,2009-02-08,male,ODI,KC Sangakkara,Sri Lanka,India,bat,Sri Lanka,BG Jerling,TH Wijewardene,R Premadasa Stadium,68,0,Sri Lanka
421,Centurion,2009-11-22,male,ODI,PD Collingwood,South Africa,England,field,England,BG Jerling,RJ Tucker,SuperSport Park,0,7,England
422,Cape Town,2009-11-27,male,ODI,AB de Villiers,South Africa,England,bat,South Africa,M Erasmus,RJ Tucker,Newlands,112,0,South Africa
423,Port Elizabeth,2009-11-29,male,ODI,JM Anderson,South Africa,England,bat,South Africa,BG Jerling,RJ Tucker,St George's Park,0,7,England
424,Benoni,2009-04-01,male,ODI,WTS Porterfield,Ireland,Scotland,field,Ireland,M Erasmus,AM Saheba,Willowmoore Park,0,7,Ireland
425,Benoni,2009-04-08,male,ODI,A Bagai,Canada,Scotland,field,Scotland,M Erasmus,RJ Tucker,Willowmoore Park,148,0,Canada
426,Benoni,2009-04-19,male,ODI,Mohammad Nabi,Afghanistan,Scotland,bat,Afghanistan,GAV Baxter,Enamul Haque,Willowmoore Park,89,0,Afghanistan
427,,2009-04-22,male,ODI,Shahid Afridi,Australia,Pakistan,bat,Australia,BF Bowden,Nadeem Ghauri,Dubai Sports City Cricket Stadium,0,4,Pakistan
428,,2009-04-24,male,ODI,A Symonds,Australia,Pakistan,bat,Pakistan,Asad Rauf,BF Bowden,Dubai Sports City Cricket Stadium,0,6,Australia
429,Abu Dhabi,2009-04-27,male,ODI,MJ Clarke,Australia,Pakistan,bat,Australia,Asad Rauf,BF Bowden,Sheikh Zayed Stadium,27,0,Australia
430,Abu Dhabi,2009-05-01,male,ODI,DE Bollinger,Australia,Pakistan,bat,Pakistan,Aleem Dar,BF Bowden,Sheikh Zayed Stadium,0,8,Australia
431,Abu Dhabi,2009-05-03,male,ODI,Kamran Akmal,Australia,Pakistan,bat,Australia,Aleem Dar,BF Bowden,Sheikh Zayed Stadium,0,7,Pakistan
432,Dominica,2009-07-26,male,ODI,Abdur Razzak,West Indies,Bangladesh,field,West Indies,BR Doctrove,AL Hill,"Windsor Park, Roseau",52,0,Bangladesh
433,Dominica,2009-07-28,male,ODI,Shakib Al Hasan,West Indies,Bangladesh,bat,West Indies,BR Doctrove,AL Hill,"Windsor Park, Roseau",0,3,Bangladesh
434,St Kitts,2009-07-31,male,ODI,Mahmudullah,West Indies,Bangladesh,bat,West Indies,CR Duncan,AL Hill,"Warner Park, Basseterre",0,3,Bangladesh
435,,2009-07-30,male,ODI,M Muralitharan,Sri Lanka,Pakistan,field,Pakistan,SJ Davis,EAR de Silva,Rangiri Dambulla International Stadium,36,0,Sri Lanka
436,,2009-08-01,male,ODI,CK Kapugedera,Sri Lanka,Pakistan,field,Sri Lanka,SJ Davis,HDPK Dharmasena,Rangiri Dambulla International Stadium,0,6,Sri Lanka
437,,2009-08-03,male,ODI,DPMD Jayawardene,Sri Lanka,Pakistan,field,Sri Lanka,SJ Davis,EAR de Silva,Rangiri Dambulla International Stadium,0,6,Sri Lanka
438,Colombo,2009-08-07,male,ODI,Umar Akmal,Sri Lanka,Pakistan,bat,Pakistan,SJ Davis,MG Silva,R Premadasa Stadium,146,0,Pakistan
439,Colombo,2009-08-09,male,ODI,Naved-ul-Hasan,Sri Lanka,Pakistan,bat,Pakistan,SJ Davis,MG Silva,R Premadasa Stadium,132,0,Pakistan
440,Colombo,2009-09-08,male,ODI,TT Samaraweera,Sri Lanka,New Zealand,bat,Sri Lanka,EAR de Silva,BR Doctrove,R Premadasa Stadium,97,0,Sri Lanka
441,Colombo,2009-09-12,male,ODI,AD Mathews,Sri Lanka,India,bat,Sri Lanka,HDPK Dharmasena,BR Doctrove,R Premadasa Stadium,139,0,Sri Lanka
442,Colombo,2009-09-11,male,ODI,A Nehra,India,New Zealand,bat,New Zealand,HDPK Dharmasena,BR Doctrove,R Premadasa Stadium,0,6,India
443,Colombo,2009-09-14,male,ODI,SR Tendulkar,Sri Lanka,India,bat,India,EAR de Silva,BR Doctrove,R Premadasa Stadium,46,0,India
444,,2010-02-07,male,ODI,SR Watson,Australia,West Indies,field,West Indies,BF Bowden,BNJ Oxenford,Melbourne Cricket Ground,113,0,Australia
445,,2010-02-09,male,ODI,DE Bollinger,Australia,West Indies,bat,West Indies,BF Bowden,BNJ Oxenford,Adelaide Oval,0,8,Australia
446,,2010-02-12,male,ODI,,Australia,West Indies,field,West Indies,BF Bowden,BNJ Oxenford,Sydney Cricket Ground,0,0,no result
447,Brisbane,2010-02-14,male,ODI,RT Ponting,Australia,West Indies,field,West Indies,BF Bowden,PR Reiffel,"Brisbane Cricket Ground, Woolloongabba",50,0,Australia
448,,2010-02-19,male,ODI,JR Hopes,Australia,West Indies,bat,Australia,BF Bowden,BNJ Oxenford,Melbourne Cricket Ground,125,0,Australia
449,Brisbane,2010-01-22,male,ODI,CL White,Australia,Pakistan,bat,Pakistan,EAR de Silva,RJ Tucker,"Brisbane Cricket Ground, Woolloongabba",0,5,Australia
450,,2010-01-24,male,ODI,SR Watson,Australia,Pakistan,field,Pakistan,EAR de Silva,RJ Tucker,Sydney Cricket Ground,140,0,Australia
451,,2010-01-26,male,ODI,RJ Harris,Australia,Pakistan,bat,Australia,EAR de Silva,SJA Taufel,Adelaide Oval,40,0,Australia
452,Perth,2010-01-29,male,ODI,RJ Harris,Australia,Pakistan,bat,Australia,EAR de Silva,RJ Tucker,Western Australia Cricket Association Ground,135,0,Australia
453,Perth,2010-01-31,male,ODI,CJ McKay,Australia,Pakistan,bat,Pakistan,EAR de Silva,PR Reiffel,Western Australia Cricket Association Ground,0,2,Australia
454,Bulawayo,2009-08-09,male,ODI,Mohammad Ashraful,Zimbabwe,Bangladesh,field,Bangladesh,AM Saheba,RB Tiffin,Queens Sports Club,0,8,Bangladesh
455,Bulawayo,2009-08-11,male,ODI,Shakib Al Hasan,Zimbabwe,Bangladesh,field,Zimbabwe,AM Saheba,RB Tiffin,Queens Sports Club,49,0,Bangladesh
456,Bulawayo,2009-08-14,male,ODI,E Chigumbura,Zimbabwe,Bangladesh,field,Bangladesh,AM Saheba,RB Tiffin,Queens Sports Club,69,0,Zimbabwe
457,Bulawayo,2009-08-16,male,ODI,CK Coventry,Zimbabwe,Bangladesh,bat,Zimbabwe,KC Barbour,AM Saheba,Queens Sports Club,0,4,Bangladesh
458,Bulawayo,2009-08-18,male,ODI,Dolar Mahmud,Zimbabwe,Bangladesh,bat,Zimbabwe,KC Barbour,AM Saheba,Queens Sports Club,0,5,Bangladesh
459,Toronto,2009-08-19,male,ODI,Khurram Chohan,Canada,Kenya,field,Canada,K Bayney,NA Malcolm,Maple Leaf North-West Ground,0,9,Canada
460,Centurion,2009-09-22,male,ODI,TM Dilshan,South Africa,Sri Lanka,field,South Africa,IJ Gould,SJA Taufel,SuperSport Park,55,0,Sri Lanka
461,Johannesburg,2009-09-23,male,ODI,Umar Akmal,Pakistan,West Indies,bat,West Indies,SJ Davis,DJ Harper,New Wanderers Stadium,0,5,Pakistan
462,Centurion,2009-09-24,male,ODI,WD Parnell,South Africa,New Zealand,field,South Africa,Aleem Dar,Asad Rauf,SuperSport Park,0,5,South Africa
463,Johannesburg,2009-09-25,male,ODI,PD Collingwood,England,Sri Lanka,field,England,Aleem Dar,BF Bowden,New Wanderers Stadium,0,6,England
464,Johannesburg,2009-09-26,male,ODI,MG Johnson,Australia,West Indies,field,West Indies,Asad Rauf,AL Hill,New Wanderers Stadium,50,0,Australia
465,Centurion,2009-09-26,male,ODI,Shoaib Malik,India,Pakistan,bat,Pakistan,SJ Davis,SJA Taufel,SuperSport Park,54,0,Pakistan
466,Johannesburg,2009-09-27,male,ODI,DL Vettori,New Zealand,Sri Lanka,field,Sri Lanka,IJ Gould,DJ Harper,New Wanderers Stadium,38,0,New Zealand
467,Centurion,2009-09-27,male,ODI,OA Shah,South Africa,England,bat,England,SJ Davis,AL Hill,SuperSport Park,22,0,England
468,Centurion,2009-09-28,male,ODI,,Australia,India,bat,Australia,BF Bowden,IJ Gould,SuperSport Park,0,0,no result
469,Johannesburg,2009-09-29,male,ODI,GD Elliott,England,New Zealand,field,New Zealand,Asad Rauf,DJ Harper,New Wanderers Stadium,0,4,New Zealand
470,Centurion,2009-09-30,male,ODI,MEK Hussey,Australia,Pakistan,field,Australia,BF Bowden,AL Hill,SuperSport Park,0,2,Australia
471,Johannesburg,2009-09-30,male,ODI,V Kohli,India,West Indies,field,India,Aleem Dar,SJA Taufel,New Wanderers Stadium,0,7,India
472,Centurion,2009-10-02,male,ODI,SR Watson,Australia,England,bat,England,Aleem Dar,BF Bowden,SuperSport Park,0,9,Australia
473,Johannesburg,2009-10-03,male,ODI,DL Vettori,New Zealand,Pakistan,bat,Pakistan,IJ Gould,SJA Taufel,New Wanderers Stadium,0,5,New Zealand
474,Centurion,2009-10-05,male,ODI,SR Watson,Australia,New Zealand,bat,New Zealand,Aleem Dar,IJ Gould,SuperSport Park,0,6,Australia
475,Vadodara,2009-10-25,male,ODI,MEK Hussey,India,Australia,bat,Australia,AM Saheba,SK Tarapore,Reliance Stadium,4,0,Australia
476,Nagpur,2009-10-28,male,ODI,MS Dhoni,India,Australia,field,Australia,AM Saheba,SK Tarapore,"Vidarbha Cricket Association Stadium, Jamtha",99,0,India
477,Delhi,2009-10-31,male,ODI,Yuvraj Singh,India,Australia,bat,Australia,SS Hazare,AM Saheba,Feroz Shah Kotla,0,6,India
478,Chandigarh,2009-11-02,male,ODI,SR Watson,India,Australia,field,India,EAR de Silva,AM Saheba,"Punjab Cricket Association Stadium, Mohali",24,0,Australia
479,Hyderabad,2009-11-05,male,ODI,SR Tendulkar,India,Australia,bat,Australia,EAR de Silva,SK Tarapore,"Rajiv Gandhi International Stadium, Uppal",3,0,Australia
480,Guwahati,2009-11-08,male,ODI,DE Bollinger,India,Australia,bat,India,EAR de Silva,SK Tarapore,Nehru Stadium,0,6,Australia
481,Mirpur,2009-10-27,male,ODI,E Chigumbura,Bangladesh,Zimbabwe,field,Zimbabwe,Aleem Dar,Nadir Shah,Shere Bangla National Stadium,0,5,Zimbabwe
482,Mirpur,2009-10-29,male,ODI,Abdur Razzak,Bangladesh,Zimbabwe,bat,Zimbabwe,Aleem Dar,Enamul Haque,Shere Bangla National Stadium,0,7,Bangladesh
483,Mirpur,2009-10-31,male,ODI,Tamim Iqbal,Bangladesh,Zimbabwe,field,Bangladesh,Aleem Dar,Nadir Shah,Shere Bangla National Stadium,0,4,Bangladesh
484,Chittagong,2009-11-03,male,ODI,Nazmul Hossain,Bangladesh,Zimbabwe,bat,Zimbabwe,Aleem Dar,Nadir Shah,Zohur Ahmed Chowdhury Stadium,0,6,Bangladesh
485,Chittagong,2009-11-05,male,ODI,Naeem Islam,Bangladesh,Zimbabwe,field,Bangladesh,Aleem Dar,Enamul Haque,Zohur Ahmed Chowdhury Stadium,0,1,Bangladesh
486,Napier,2010-02-05,male,ODI,JDP Oram,New Zealand,Bangladesh,bat,New Zealand,RA Kettleborough,EA Watkin,McLean Park,146,0,New Zealand
487,Dunedin,2010-02-08,male,ODI,LRPL Taylor,New Zealand,Bangladesh,field,New Zealand,AL Hill,RA Kettleborough,University Oval,0,5,New Zealand
488,Christchurch,2010-02-11,male,ODI,MJ Guptill,New Zealand,Bangladesh,field,New Zealand,GAV Baxter,RA Kettleborough,AMI Stadium,0,3,New Zealand
489,Napier,2010-03-03,male,ODI,LRPL Taylor,New Zealand,Australia,bat,Australia,AL Hill,RE Koertzen,McLean Park,0,2,New Zealand
490,Auckland,2010-03-06,male,ODI,DL Vettori,New Zealand,Australia,bat,Australia,BF Bowden,RE Koertzen,Eden Park,12,0,Australia
491,Hamilton,2010-03-09,male,ODI,BJ Haddin,New Zealand,Australia,field,Australia,Asad Rauf,BF Bowden,Seddon Park,0,6,Australia
492,Auckland,2010-03-11,male,ODI,CL White,New Zealand,Australia,field,Australia,Asad Rauf,GAV Baxter,Eden Park,0,6,Australia
493,Wellington,2010-03-13,male,ODI,TG Southee,New Zealand,Australia,field,Australia,Asad Rauf,GAV Baxter,Westpac Stadium,51,0,New Zealand
494,Dublin,2010-06-17,male,ODI,JR Hopes,Ireland,Australia,bat,Australia,RA Kettleborough,NJ Llong,Clontarf Cricket Club Ground,39,0,Australia
495,Southampton,2010-06-22,male,ODI,EJG Morgan,England,Australia,bat,Australia,Aleem Dar,IJ Gould,The Rose Bowl,0,4,England
496,Cardiff,2010-06-24,male,ODI,SCJ Broad,England,Australia,bat,Australia,Aleem Dar,NJ Llong,Sophia Gardens,0,4,England
497,Manchester,2010-06-27,male,ODI,GP Swann,England,Australia,field,England,Aleem Dar,IJ Gould,Old Trafford,0,1,England
498,London,2010-06-30,male,ODI,RJ Harris,England,Australia,field,England,Aleem Dar,RA Kettleborough,Kennington Oval,78,0,Australia
499,London,2010-07-03,male,ODI,SW Tait,England,Australia,bat,Australia,Aleem Dar,NJ Llong,Lord's,42,0,Australia
500,Nottingham,2010-07-08,male,ODI,IR Bell,England,Bangladesh,bat,Bangladesh,Asad Rauf,NJ Llong,Trent Bridge,0,6,England
501,Bristol,2010-07-10,male,ODI,Mashrafe Mortaza,England,Bangladesh,field,England,Asad Rauf,RK Illingworth,County Ground,5,0,Bangladesh
502,Birmingham,2010-07-12,male,ODI,AJ Strauss,England,Bangladesh,field,Bangladesh,Asad Rauf,RA Kettleborough,Edgbaston,144,0,England
503,Mirpur,2010-02-28,male,ODI,Tamim Iqbal,Bangladesh,England,field,England,Nadir Shah,RJ Tucker,Shere Bangla National Stadium,0,6,England
504,Mirpur,2010-03-02,male,ODI,EJG Morgan,Bangladesh,England,field,England,Nadir Shah,RJ Tucker,Shere Bangla National Stadium,0,2,England
505,Chittagong,2010-03-05,male,ODI,C Kieswetter,Bangladesh,England,field,Bangladesh,Enamul Haque,RJ Tucker,Zohur Ahmed Chowdhury Stadium,45,0,England
506,Chester-le-Street,2010-09-10,male,ODI,SM Davies,England,Pakistan,field,Pakistan,BR Doctrove,IJ Gould,Riverside Ground,24,0,England
507,Leeds,2010-09-12,male,ODI,AJ Strauss,England,Pakistan,bat,Pakistan,BR Doctrove,NJ Llong,Headingley,0,4,England
508,London,2010-09-17,male,ODI,Umar Gul,England,Pakistan,bat,Pakistan,BR Doctrove,RK Illingworth,Kennington Oval,23,0,Pakistan
509,London,2010-09-20,male,ODI,Abdul Razzaq,England,Pakistan,bat,Pakistan,BR Doctrove,RA Kettleborough,Lord's,38,0,Pakistan
510,Southampton,2010-09-22,male,ODI,EJG Morgan,England,Pakistan,bat,England,BR Doctrove,IJ Gould,The Rose Bowl,121,0,England
511,Abu Dhabi,2009-11-03,male,ODI,Shahid Afridi,New Zealand,Pakistan,bat,Pakistan,Asad Rauf,BNJ Oxenford,Sheikh Zayed Stadium,138,0,Pakistan
512,Abu Dhabi,2009-11-06,male,ODI,BB McCullum,New Zealand,Pakistan,bat,New Zealand,BNJ Oxenford,Zameer Haider,Sheikh Zayed Stadium,64,0,New Zealand
513,Abu Dhabi,2009-11-09,male,ODI,Mohammad Amir,New Zealand,Pakistan,bat,New Zealand,Nadeem Ghauri,BNJ Oxenford,Sheikh Zayed Stadium,7,0,New Zealand
514,Benoni,2009-11-08,male,ODI,T Taibu,South Africa,Zimbabwe,field,Zimbabwe,HDPK Dharmasena,RE Koertzen,Willowmoore Park,45,0,South Africa
515,Centurion,2009-11-10,male,ODI,JP Duminy,South Africa,Zimbabwe,field,Zimbabwe,JD Cloete,HDPK Dharmasena,SuperSport Park,212,0,South Africa
516,Rajkot,2009-12-15,male,ODI,V Sehwag,India,Sri Lanka,field,Sri Lanka,M Erasmus,SK Tarapore,Madhavrao Scindia Cricket Ground,3,0,India
517,Nagpur,2009-12-18,male,ODI,TM Dilshan,India,Sri Lanka,bat,India,M Erasmus,SK Tarapore,"Vidarbha Cricket Association Stadium, Jamtha",0,3,Sri Lanka
518,Cuttack,2009-12-21,male,ODI,RA Jadeja,India,Sri Lanka,bat,Sri Lanka,M Erasmus,SS Hazare,Barabati Stadium,0,7,India
519,Kolkata,2009-12-24,male,ODI,G Gambhir,India,Sri Lanka,bat,Sri Lanka,M Erasmus,SS Hazare,Eden Gardens,0,7,India
520,Delhi,2009-12-27,male,ODI,,India,Sri Lanka,field,India,M Erasmus,SK Tarapore,Feroz Shah Kotla,0,0,no result
521,Mirpur,2011-02-19,male,ODI,V Sehwag,Bangladesh,India,field,Bangladesh,SJ Davis,HDPK Dharmasena,Shere Bangla National Stadium,87,0,India
522,Chennai,2011-02-20,male,ODI,HK Bennett,Kenya,New Zealand,bat,Kenya,M Erasmus,RJ Tucker,"MA Chidambaram Stadium, Chepauk",0,10,New Zealand
523,Hambantota,2011-02-20,male,ODI,DPMD Jayawardene,Sri Lanka,Canada,bat,Sri Lanka,IJ Gould,SK Tarapore,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",210,0,Sri Lanka
524,Ahmedabad,2011-02-21,male,ODI,SR Watson,Australia,Zimbabwe,bat,Australia,EAR de Silva,RA Kettleborough,"Sardar Patel Stadium, Motera",91,0,Australia
525,Nagpur,2011-02-22,male,ODI,RN ten Doeschate,England,Netherlands,bat,Netherlands,Asad Rauf,BNJ Oxenford,"Vidarbha Cricket Association Stadium, Jamtha",0,6,England
526,Hambantota,2011-02-23,male,ODI,Umar Akmal,Kenya,Pakistan,bat,Pakistan,AL Hill,NJ Llong,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",205,0,Pakistan
527,Delhi,2011-02-24,male,ODI,AB de Villiers,South Africa,West Indies,field,South Africa,AM Saheba,SJA Taufel,Feroz Shah Kotla,0,7,South Africa
528,Nagpur,2011-02-25,male,ODI,MG Johnson,Australia,New Zealand,field,Australia,HDPK Dharmasena,BR Doctrove,"Vidarbha Cricket Association Stadium, Jamtha",0,7,Australia
529,Mirpur,2011-02-25,male,ODI,Tamim Iqbal,Bangladesh,Ireland,bat,Bangladesh,Aleem Dar,RJ Tucker,Shere Bangla National Stadium,27,0,Bangladesh
530,Colombo,2011-02-26,male,ODI,Shahid Afridi,Sri Lanka,Pakistan,bat,Pakistan,IJ Gould,DJ Harper,R Premadasa Stadium,11,0,Pakistan
531,Bangalore,2011-02-27,male,ODI,AJ Strauss,India,England,bat,India,BF Bowden,M Erasmus,M Chinnaswamy Stadium,0,0,tie
532,Delhi,2011-02-28,male,ODI,KAJ Roach,Netherlands,West Indies,field,Netherlands,AM Saheba,SJA Taufel,Feroz Shah Kotla,215,0,West Indies
533,Nagpur,2011-02-28,male,ODI,T Taibu,Canada,Zimbabwe,bat,Zimbabwe,Asad Rauf,BNJ Oxenford,"Vidarbha Cricket Association Stadium, Jamtha",175,0,Zimbabwe
534,Colombo,2011-03-01,male,ODI,SL Malinga,Sri Lanka,Kenya,bat,Kenya,AL Hill,SK Tarapore,R Premadasa Stadium,0,9,Sri Lanka
535,Bangalore,2011-03-02,male,ODI,KJ O'Brien,England,Ireland,bat,England,Aleem Dar,BF Bowden,M Chinnaswamy Stadium,0,3,Ireland
536,Chandigarh,2011-03-03,male,ODI,AB de Villiers,Netherlands,South Africa,field,Netherlands,EAR de Silva,RA Kettleborough,"Punjab Cricket Association Stadium, Mohali",231,0,South Africa
537,Colombo,2011-03-03,male,ODI,Shahid Afridi,Canada,Pakistan,bat,Pakistan,DJ Harper,NJ Llong,R Premadasa Stadium,46,0,Pakistan
538,Ahmedabad,2011-03-04,male,ODI,MJ Guptill,New Zealand,Zimbabwe,bat,Zimbabwe,Aleem Dar,M Erasmus,"Sardar Patel Stadium, Motera",0,10,New Zealand
539,Mirpur,2011-03-04,male,ODI,KAJ Roach,Bangladesh,West Indies,bat,Bangladesh,SJ Davis,HDPK Dharmasena,Shere Bangla National Stadium,0,9,West Indies
540,Colombo,2011-03-05,male,ODI,,Sri Lanka,Australia,bat,Sri Lanka,IJ Gould,AL Hill,R Premadasa Stadium,0,0,no result
541,Bangalore,2011-03-06,male,ODI,Yuvraj Singh,India,Ireland,field,India,BF Bowden,RJ Tucker,M Chinnaswamy Stadium,0,5,India
542,Chennai,2011-03-06,male,ODI,RS Bopara,England,South Africa,bat,England,AM Saheba,SJA Taufel,"MA Chidambaram Stadium, Chepauk",6,0,England
543,Delhi,2011-03-07,male,ODI,H Osinde,Canada,Kenya,bat,Kenya,Asad Rauf,BR Doctrove,Feroz Shah Kotla,0,5,Canada
544,,2011-03-08,male,ODI,LRPL Taylor,New Zealand,Pakistan,bat,New Zealand,DJ Harper,NJ Llong,Pallekele International Cricket Stadium,110,0,New Zealand
545,Delhi,2011-03-09,male,ODI,Yuvraj Singh,India,Netherlands,bat,Netherlands,SJ Davis,BNJ Oxenford,Feroz Shah Kotla,0,5,India
